"Stazione";"Quercianella"
"Codice";"TOS11000513"
"Comune";"Livorno"
"Provincia";"LI"
"GB [m]";"E";1609020;"N";4814970
"WGS84 [°]";"Lat";43.480;"Lon";10.348
"Quota [m]";244,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Max [Â°C]";"Min [Â°C]"
28/01/2021;10.7;7.6
29/01/2021;14.7;8.8
30/01/2021;15.3;8.8
31/01/2021;9.3;7.3
01/02/2021;10.2;7.5
02/02/2021;13.4;7.3
03/02/2021;13.9;10.1
04/02/2021;14.8;11.1
05/02/2021;15.5;11.1
06/02/2021;16.3;11.1
07/02/2021;14.2;9.1
08/02/2021;14.1;8.3
09/02/2021;12.9;8.7
10/02/2021;15.3;8.4
11/02/2021;13.8;8.6
12/02/2021;9.5;0.7
13/02/2021;1.4;-2.0
14/02/2021;3.7;-1.9
15/02/2021;8.4;1.5
16/02/2021;7.2;3.2
17/02/2021;9.3;6.6
18/02/2021;15.1;8.7
19/02/2021;13.7;8.3
20/02/2021;14.0;9.9
21/02/2021;16.6;9.5
22/02/2021;14.8;9.6
23/02/2021;15.1;10.3
24/02/2021;17.8;10.7
25/02/2021;19.2;8.2
26/02/2021;14.8;6.4
27/02/2021;12.5;4.9
28/02/2021;14.2;7.2
01/03/2021;15.3;6.4
02/03/2021;18.9;9.3
03/03/2021;18.2;8.9
04/03/2021;16.0;8.1
05/03/2021;16.6;8.4
06/03/2021;14.1;6.5
07/03/2021;16.3;6.2
08/03/2021;16.4;8.8
09/03/2021;14.5;7.8
10/03/2021;13.3;6.8
11/03/2021;14.4;7.7
12/03/2021;17.4;10.1
13/03/2021;17.4;8.8
14/03/2021;15.5;8.7
15/03/2021;15.4;6.9
16/03/2021;15.1;7.9
17/03/2021;17.3;7.6
18/03/2021;13.2;5.2
19/03/2021;12.8;3.7
20/03/2021;10.5;3.7
21/03/2021;9.0;2.3
22/03/2021;14.9;5.0
23/03/2021;15.0;5.1
24/03/2021;14.7;6.3
25/03/2021;15.6;8.2
26/03/2021;15.5;9.4
27/03/2021;17.1;9.4
28/03/2021;20.0;10.2
29/03/2021;17.4;9.6
30/03/2021;22.0;12.3
31/03/2021;22.5;12.2
01/04/2021;18.6;10.9
02/04/2021;21.9;10.6
03/04/2021;21.5;10.4
04/04/2021;16.1;7.8
05/04/2021;17.4;7.1
06/04/2021;17.5;2.4
07/04/2021;11.5;2.6
08/04/2021;17.7;5.1
09/04/2021;17.2;7.4
10/04/2021;13.5;8.6
11/04/2021;12.6;9.0
12/04/2021;12.9;7.6
13/04/2021;14.3;6.4
14/04/2021;17.1;5.8
15/04/2021;15.4;6.5
16/04/2021;15.7;6.3
17/04/2021;17.4;6.8
18/04/2021;14.1;7.2
19/04/2021;15.6;7.6
20/04/2021;17.1;8.2
21/04/2021;16.5;8.8
22/04/2021;18.9;9.4
23/04/2021;20.9;10.9
24/04/2021;22.8;12.6
25/04/2021;19.1;11.2
26/04/2021;20.0;9.6
27/04/2021;16.7;10.6
28/04/2021;17.7;10.4
29/04/2021;15.5;12.5
30/04/2021;21.3;13.3
01/05/2021;20.5;12.8
02/05/2021;18.0;10.7
03/05/2021;21.3;10.8
04/05/2021;18.5;10.4
05/05/2021;17.9;10.5
06/05/2021;22.8;12.7
07/05/2021;23.7;13.2
08/05/2021;22.2;13.6
09/05/2021;25.6;15.0
10/05/2021;20.3;13.9
11/05/2021;16.4;12.2
12/05/2021;18.7;11.4
13/05/2021;18.3;12.2
14/05/2021;15.9;10.3
15/05/2021;20.9;10.0
16/05/2021;17.1;12.9
17/05/2021;19.5;12.2
18/05/2021;22.1;12.1
19/05/2021;20.1;11.7
20/05/2021;19.9;11.7
21/05/2021;22.6;11.3
22/05/2021;17.5;13.4
23/05/2021;22.4;15.4
24/05/2021;17.5;12.8
25/05/2021;21.0;12.1
26/05/2021;23.2;11.5
27/05/2021;20.2;12.1
28/05/2021;23.9;12.7
29/05/2021;22.5;14.6
30/05/2021;26.2;14.8
31/05/2021;25.8;15.3
01/06/2021;26.8;16.0
02/06/2021;22.8;16.6
03/06/2021;27.6;16.1
04/06/2021;28.4;17.0
05/06/2021;26.9;16.8
06/06/2021;26.7;16.7
07/06/2021;24.7;17.0
08/06/2021;21.2;15.9
09/06/2021;24.8;16.8
10/06/2021;26.2;18.2
11/06/2021;30.3;19.5
12/06/2021;28.5;19.0
13/06/2021;27.4;18.7
14/06/2021;26.7;19.0
15/06/2021;30.1;19.5
16/06/2021;29.8;18.9
17/06/2021;30.7;19.5
18/06/2021;28.4;20.0
19/06/2021;27.5;20.1
20/06/2021;26.7;19.9
21/06/2021;27.9;20.6
22/06/2021;27.2;19.6
23/06/2021;28.1;19.3
24/06/2021;27.9;19.2
25/06/2021;29.1;18.5
26/06/2021;26.6;17.6
27/06/2021;29.7;18.8
28/06/2021;33.6;21.1
29/06/2021;29.4;20.1
30/06/2021;30.1;19.5
01/07/2021;29.6;18.5
02/07/2021;29.2;18.4
03/07/2021;31.2;18.6
04/07/2021;26.9;19.0
05/07/2021;29.7;18.6
06/07/2021;31.9;20.2
07/07/2021;32.4;22.0
08/07/2021;31.0;20.0
09/07/2021;27.0;17.8
10/07/2021;26.4;17.4
11/07/2021;27.5;18.3
12/07/2021;30.7;19.0
13/07/2021;24.7;18.3
14/07/2021;24.9;17.4
15/07/2021;27.8;17.5
16/07/2021;26.3;17.7
17/07/2021;24.9;18.4
18/07/2021;31.4;19.5
19/07/2021;33.9;23.7
20/07/2021;31.1;22.6
21/07/2021;28.7;21.0
22/07/2021;31.6;20.4
23/07/2021;32.0;20.8
24/07/2021;29.9;20.7
25/07/2021;29.7;23.2
26/07/2021;29.6;23.0
27/07/2021;30.0;21.4
28/07/2021;29.4;21.6
29/07/2021;33.6;21.4
30/07/2021;33.7;21.4
31/07/2021;32.6;21.6
01/08/2021;31.2;20.5
02/08/2021;30.3;18.3
03/08/2021;31.1;18.2
04/08/2021;28.2;19.6
05/08/2021;27.6;19.9
06/08/2021;30.8;19.9
07/08/2021;27.6;20.6
08/08/2021;31.5;21.7
09/08/2021;32.8;22.2
10/08/2021;31.1;21.8
11/08/2021;32.4;22.4
12/08/2021;37.0;22.5
13/08/2021;35.1;24.9
14/08/2021;35.6;24.4
15/08/2021;33.0;23.5
16/08/2021;34.8;22.6
17/08/2021;31.6;20.4
18/08/2021;31.5;20.8
19/08/2021;29.6;21.3
20/08/2021;27.6;20.6
21/08/2021;28.2;20.4
22/08/2021;28.8;20.3
23/08/2021;32.9;21.1
24/08/2021;29.1;20.5
25/08/2021;30.8;21.0
26/08/2021;28.5;20.3
27/08/2021;31.7;20.3
28/08/2021;23.6;14.2
29/08/2021;26.8;17.2
30/08/2021;29.1;17.8
31/08/2021;26.0;18.5
01/09/2021;29.0;18.3
02/09/2021;33.2;20.8
03/09/2021;30.6;20.6
04/09/2021;28.9;20.7
05/09/2021;29.3;19.7
06/09/2021;28.8;21.0
07/09/2021;28.2;20.7
08/09/2021;30.7;20.5
09/09/2021;31.3;19.4
10/09/2021;31.3;19.5
11/09/2021;28.3;19.4
12/09/2021;26.7;19.5
13/09/2021;25.9;18.9
14/09/2021;25.1;19.4
15/09/2021;24.5;19.3
16/09/2021;25.0;20.1
17/09/2021;27.8;19.7
18/09/2021;30.5;19.2
19/09/2021;23.2;17.7
20/09/2021;26.1;17.3
21/09/2021;26.2;16.8
22/09/2021;27.6;16.9
23/09/2021;24.8;16.6
24/09/2021;27.2;17.5
25/09/2021;26.2;19.0
26/09/2021;24.9;16.0
27/09/2021;24.0;18.2
28/09/2021;26.6;17.7
29/09/2021;25.5;17.7
30/09/2021;26.8;17.8
01/10/2021;28.8;17.5
02/10/2021;25.9;18.4
03/10/2021;25.5;17.8
04/10/2021;24.0;15.7
05/10/2021;21.7;15.1
06/10/2021;21.4;13.6
07/10/2021;17.9;13.2
08/10/2021;17.4;14.1
09/10/2021;17.3;12.1
10/10/2021;16.8;10.8
11/10/2021;18.0;11.3
12/10/2021;22.5;12.8
13/10/2021;20.8;11.3
14/10/2021;15.5;9.2
15/10/2021;17.4;11.9
16/10/2021;18.6;13.1
17/10/2021;19.4;13.0
18/10/2021;18.2;13.3
19/10/2021;19.4;13.5
20/10/2021;22.3;13.7
21/10/2021;20.1;14.6
22/10/2021;19.1;15.4
23/10/2021;21.6;14.8
24/10/2021;17.2;12.5
25/10/2021;16.0;11.0
26/10/2021;20.1;11.7
27/10/2021;18.6;11.3
28/10/2021;19.9;12.3
29/10/2021;18.5;14.2
30/10/2021;20.2;13.1
31/10/2021;20.8;13.3
01/11/2021;16.7;12.1
02/11/2021;17.5;12.4
03/11/2021;16.9;10.9
04/11/2021;16.2;10.5
05/11/2021;12.9;11.4
06/11/2021;13.8;10.4
07/11/2021;16.4;10.3
08/11/2021;19.4;12.2
09/11/2021;14.5;9.3
10/11/2021;17.5;11.4
11/11/2021;20.3;13.5
12/11/2021;20.5;13.3
13/11/2021;18.8;12.5
14/11/2021;13.6;10.2
15/11/2021;16.5;10.7
16/11/2021;13.2;8.7
17/11/2021;17.1;10.0
18/11/2021;16.9;11.7
19/11/2021;16.5;11.6
20/11/2021;14.8;11.5
21/11/2021;17.0;11.4
22/11/2021;15.1;10.4
23/11/2021;12.7;9.0
24/11/2021;13.0;8.1
25/11/2021;10.8;7.2
26/11/2021;11.3;8.2
27/11/2021;13.5;7.5
28/11/2021;9.8;4.1
29/11/2021;7.7;3.7
30/11/2021;12.9;4.7
01/12/2021;11.9;7.2
02/12/2021;11.6;7.9
03/12/2021;8.9;5.4
04/12/2021;11.4;5.7
05/12/2021;12.4;7.6
06/12/2021;8.4;4.4
07/12/2021;13.0;6.1
08/12/2021;11.7;6.0
09/12/2021;7.2;4.0
10/12/2021;6.4;3.0
11/12/2021;9.1;3.9
12/12/2021;10.6;6.1
13/12/2021;10.5;7.4
14/12/2021;12.7;8.0
15/12/2021;16.6;9.7
16/12/2021;14.0;8.6
17/12/2021;13.9;8.3
18/12/2021;14.0;8.8
19/12/2021;10.6;7.9
20/12/2021;10.8;9.6
21/12/2021;10.7;6.7
22/12/2021;9.6;7.3
23/12/2021;11.6;8.4
24/12/2021;12.2;9.4
25/12/2021;12.3;11.0
26/12/2021;11.8;10.3
27/12/2021;11.8;9.5
28/12/2021;11.9;9.3
29/12/2021;13.2;10.4
30/12/2021;15.7;12.1
31/12/2021;16.0;10.4
01/01/2022;12.8;10.3
02/01/2022;12.4;9.9
03/01/2022;14.0;10.1
04/01/2022;13.6;10.5
05/01/2022;15.6;7.9
06/01/2022;7.0;3.8
07/01/2022;8.5;4.8
08/01/2022;7.2;3.5
09/01/2022;8.3;4.2
10/01/2022;8.3;4.1
11/01/2022;9.4;4.7
12/01/2022;7.9;3.6
13/01/2022;9.1;4.4
14/01/2022;9.4;6.7
15/01/2022;10.5;7.8
16/01/2022;12.1;7.8
17/01/2022;11.1;7.3
18/01/2022;11.3;7.8
19/01/2022;12.6;7.8
20/01/2022;11.0;6.8
21/01/2022;9.8;3.9
22/01/2022;8.2;3.2
23/01/2022;10.6;7.0
24/01/2022;13.9;6.6
25/01/2022;11.0;5.1
26/01/2022;10.6;7.7
27/01/2022;10.2;8.4
28/01/2022;12.1;7.9
29/01/2022;14.6;7.1
30/01/2022;11.3;7.5
31/01/2022;9.9;7.5
01/02/2022;11.9;7.4
02/02/2022;13.0;7.7
03/02/2022;16.0;9.0
04/02/2022;13.2;9.7
05/02/2022;13.0;9.3
06/02/2022;15.5;8.3
07/02/2022;13.2;8.5
08/02/2022;14.9;6.7
09/02/2022;13.2;7.4
10/02/2022;15.8;7.4
11/02/2022;14.5;7.3
12/02/2022;10.8;5.9
13/02/2022;14.2;5.3
14/02/2022;11.9;7.7
15/02/2022;11.1;5.2
16/02/2022;11.4;5.8
17/02/2022;13.3;8.2
18/02/2022;14.1;9.2
19/02/2022;13.0;9.9
20/02/2022;14.0;8.8
21/02/2022;13.1;7.1
22/02/2022;13.5;8.8
23/02/2022;14.2;8.4
24/02/2022;15.7;8.4
25/02/2022;15.0;8.4
26/02/2022;9.8;3.9
27/02/2022;8.8;4.4
28/02/2022;11.9;4.4
01/03/2022;9.6;2.1
02/03/2022;11.1;4.2
03/03/2022;11.9;5.9
04/03/2022;13.1;5.2
05/03/2022;9.3;3.4
06/03/2022;8.6;2.3
07/03/2022;10.1;3.2
08/03/2022;9.7;2.6
09/03/2022;10.6;4.0
10/03/2022;12.2;5.4
11/03/2022;17.0;7.4
12/03/2022;14.6;5.9
13/03/2022;17.0;4.8
14/03/2022;17.3;8.1
15/03/2022;15.3;9.5
16/03/2022;12.6;10.2
17/03/2022;15.8;10.4
18/03/2022;13.7;9.3
19/03/2022;14.9;7.8
20/03/2022;16.7;6.7
21/03/2022;15.4;5.2
22/03/2022;17.3;6.6
23/03/2022;19.1;8.6
24/03/2022;20.7;10.8
25/03/2022;21.4;9.9
26/03/2022;19.9;10.5
27/03/2022;21.5;11.4
28/03/2022;23.1;10.3
29/03/2022;15.9;9.6
30/03/2022;10.8;9.4
31/03/2022;12.2;9.4
01/04/2022;15.1;6.2
02/04/2022;9.5;2.6
03/04/2022;16.7;4.5
04/04/2022;12.6;5.2
05/04/2022;14.2;6.8
06/04/2022;17.7;5.4
07/04/2022;17.1;6.1
08/04/2022;20.3;11.9
09/04/2022;17.5;6.1
10/04/2022;18.6;5.7
11/04/2022;18.4;7.6
12/04/2022;18.6;8.7
13/04/2022;20.1;11.2
14/04/2022;23.6;14.3
15/04/2022;25.8;14.6
16/04/2022;26.0;13.1
17/04/2022;16.0;8.7
18/04/2022;17.7;8.0
19/04/2022;20.2;8.8
20/04/2022;19.6;10.8
21/04/2022;16.6;9.9
22/04/2022;13.4;8.9
23/04/2022;17.1;9.4
24/04/2022;13.9;9.5
25/04/2022;20.4;10.7
26/04/2022;21.7;11.0
27/04/2022;19.5;10.6
28/04/2022;24.3;12.9
29/04/2022;22.6;13.3
30/04/2022;23.0;13.0
01/05/2022;15.5;11.6
02/05/2022;20.0;11.1
03/05/2022;19.5;11.6
04/05/2022;23.1;12.2
05/05/2022;14.8;11.3
06/05/2022;16.3;11.4
07/05/2022;20.6;13.0
08/05/2022;21.9;14.0
09/05/2022;23.3;16.1
10/05/2022;23.6;15.3
11/05/2022;21.5;13.9
12/05/2022;22.7;12.7
13/05/2022;23.1;13.8
14/05/2022;23.4;13.8
15/05/2022;24.0;14.6
16/05/2022;25.2;15.3
17/05/2022;27.1;15.2
18/05/2022;27.0;16.0
19/05/2022;31.1;18.2
20/05/2022;28.1;16.8
21/05/2022;27.5;16.1
22/05/2022;28.4;16.4
23/05/2022;26.5;16.7
24/05/2022;28.8;18.0
25/05/2022;29.3;17.8
26/05/2022;32.2;18.6
27/05/2022;34.4;22.9
28/05/2022;31.8;19.7
29/05/2022;26.9;17.3
30/05/2022;26.7;16.6
31/05/2022;29.0;18.0
01/06/2022;27.7;17.6
02/06/2022;30.3;18.9
03/06/2022;27.2;21.7
04/06/2022;31.6;21.8
05/06/2022;28.7;19.2
06/06/2022;28.4;18.7
07/06/2022;29.9;18.7
08/06/2022;30.1;18.4
09/06/2022;28.7;17.9
10/06/2022;27.7;17.4
11/06/2022;31.1;20.4
12/06/2022;29.9;19.8
13/06/2022;30.3;19.1
14/06/2022;30.2;20.0
15/06/2022;32.2;20.0
16/06/2022;32.7;20.1
17/06/2022;29.6;20.4
18/06/2022;36.5;22.7
19/06/2022;33.5;20.9
20/06/2022;31.2;20.1
21/06/2022;29.8;20.6
22/06/2022;30.8;21.2
23/06/2022;28.9;20.7
24/06/2022;31.4;20.4
25/06/2022;29.7;20.7
26/06/2022;36.4;22.0
27/06/2022;31.8;23.5
28/06/2022;28.7;18.8
29/06/2022;27.0;18.1
30/06/2022;30.1;19.1
01/07/2022;32.5;20.5
02/07/2022;29.4;19.7
03/07/2022;31.6;21.1
04/07/2022;34.6;21.2
05/07/2022;31.4;21.7
06/07/2022;34.8;22.4
07/07/2022;30.2;20.8
08/07/2022;32.1;20.8
09/07/2022;30.7;21.0
10/07/2022;30.6;21.3
11/07/2022;31.1;20.3
12/07/2022;30.9;21.1
13/07/2022;35.3;22.0
14/07/2022;31.3;21.7
15/07/2022;30.9;21.5
16/07/2022;32.9;21.7
17/07/2022;32.1;22.5
18/07/2022;39.4;26.1
19/07/2022;36.1;27.1
20/07/2022;36.3;24.5
21/07/2022;33.4;23.8
22/07/2022;32.8;23.5
23/07/2022;32.2;23.0
24/07/2022;31.7;23.3
25/07/2022;32.1;23.2
26/07/2022;34.9;22.5
27/07/2022;31.7;22.2
28/07/2022;31.2;22.4
29/07/2022;33.4;21.9
30/07/2022;34.1;22.2
31/07/2022;33.5;22.6
01/08/2022;34.2;23.5
02/08/2022;35.8;23.0
03/08/2022;38.0;25.5
04/08/2022;34.2;24.2
05/08/2022;32.2;23.3
06/08/2022;31.0;23.2
07/08/2022;36.0;24.4
08/08/2022;34.2;22.3
09/08/2022;33.2;23.9
10/08/2022;33.9;23.3
11/08/2022;32.1;22.7
12/08/2022;30.8;20.0
13/08/2022;30.5;15.6
14/08/2022;31.4;22.5
15/08/2022;32.0;17.2
16/08/2022;32.6;18.3
17/08/2022;32.4;22.7
18/08/2022;27.0;17.7
19/08/2022;27.0;20.0
20/08/2022;30.7;20.5
21/08/2022;28.4;21.6
22/08/2022;31.6;21.0
23/08/2022;28.9;21.4
24/08/2022;30.6;22.5
25/08/2022;30.0;22.0
26/08/2022;28.8;21.7
27/08/2022;31.6;21.5
28/08/2022;32.4;21.3
29/08/2022;29.3;21.5
30/08/2022;29.4;21.5
31/08/2022;27.7;19.4
01/09/2022;29.7;18.8
02/09/2022;28.6;19.1
03/09/2022;27.0;16.9
04/09/2022;28.6;18.3
05/09/2022;32.3;21.6
06/09/2022;30.8;21.8
07/09/2022;31.6;22.4
08/09/2022;29.1;18.2
09/09/2022;30.0;21.0
10/09/2022;27.8;20.3
11/09/2022;29.3;20.1
12/09/2022;29.4;19.5
13/09/2022;29.4;19.1
14/09/2022;25.8;21.0
15/09/2022;27.7;21.3
16/09/2022;29.5;20.8
17/09/2022;21.5;14.4
18/09/2022;25.3;14.7
19/09/2022;25.9;17.1
20/09/2022;28.2;18.1
21/09/2022;22.7;13.9
22/09/2022;21.7;12.8
23/09/2022;22.2;13.3
24/09/2022;21.6;15.8
25/09/2022;20.6;15.8
26/09/2022;24.0;15.9
27/09/2022;22.1;16.7
28/09/2022;21.0;16.2
29/09/2022;24.7;15.7
30/09/2022;18.3;13.7
01/10/2022;22.4;13.7
02/10/2022;21.1;17.0
03/10/2022;24.0;17.4
04/10/2022;25.4;17.4
05/10/2022;26.5;16.8
06/10/2022;22.2;16.7
07/10/2022;27.2;17.0
08/10/2022;25.4;16.0
09/10/2022;23.0;16.5
10/10/2022;24.5;17.1
11/10/2022;25.9;16.6
12/10/2022;24.6;17.1
13/10/2022;22.3;16.3
14/10/2022;23.6;15.9
15/10/2022;23.4;15.9
16/10/2022;25.2;17.2
17/10/2022;25.9;17.2
18/10/2022;24.9;16.9
19/10/2022;20.8;16.1
20/10/2022;26.7;16.7
21/10/2022;19.7;16.6
22/10/2022;22.9;18.7
23/10/2022;22.3;19.0
24/10/2022;22.4;18.5
25/10/2022;24.5;18.2
26/10/2022;23.9;17.3
27/10/2022;22.6;16.6
28/10/2022;24.0;18.4
29/10/2022;26.7;19.2
30/10/2022;22.0;17.7
31/10/2022;23.3;16.5
01/11/2022;22.3;15.3
02/11/2022;23.0;16.5
03/11/2022;21.0;14.6
04/11/2022;19.9;13.4
05/11/2022;17.4;12.2
06/11/2022;17.3;12.7
07/11/2022;19.6;13.8
08/11/2022;20.3;14.9
09/11/2022;20.0;14.6
10/11/2022;18.2;13.2
11/11/2022;18.3;14.2
12/11/2022;18.4;13.4
13/11/2022;17.3;12.1
14/11/2022;18.5;10.8
15/11/2022;16.0;11.1
16/11/2022;17.2;12.9
17/11/2022;17.1;13.9
18/11/2022;18.6;13.8
19/11/2022;14.7;9.6
20/11/2022;14.1;8.9
21/11/2022;17.1;9.4
22/11/2022;10.9;7.6
23/11/2022;16.5;9.4
24/11/2022;16.4;11.3
25/11/2022;13.4;8.2
26/11/2022;12.6;8.2
27/11/2022;12.1;8.5
28/11/2022;9.7;8.1
29/11/2022;9.4;6.9
30/11/2022;8.3;5.6
01/12/2022;9.9;5.6
02/12/2022;13.1;6.6
03/12/2022;11.0;7.6
04/12/2022;15.7;8.7
05/12/2022;16.5;10.5
06/12/2022;15.0;11.6
07/12/2022;13.6;10.5
08/12/2022;15.1;10.0
09/12/2022;14.9;11.6
10/12/2022;13.6;9.7
11/12/2022;11.8;5.2
12/12/2022;8.3;4.2
13/12/2022;7.4;3.4
14/12/2022;10.6;6.3
15/12/2022;14.6;8.8
16/12/2022;12.9;10.7
17/12/2022;13.4;10.2
18/12/2022;14.5;9.1
19/12/2022;14.1;10.1
20/12/2022;14.4;10.4
21/12/2022;12.6;10.0
22/12/2022;13.1;10.4
23/12/2022;13.8;11.5
24/12/2022;16.7;12.8
25/12/2022;17.7;12.1
26/12/2022;16.1;12.5
27/12/2022;16.7;11.8
28/12/2022;15.7;11.3
29/12/2022;14.5;10.9
30/12/2022;16.2;11.9
31/12/2022;17.7;12.8
01/01/2023;16.5;12.3
02/01/2023;15.6;12.2
03/01/2023;16.4;12.3
04/01/2023;15.9;11.1
05/01/2023;15.3;10.3
06/01/2023;15.9;10.7
07/01/2023;12.1;10.0
08/01/2023;13.4;10.5
09/01/2023;13.7;9.9
10/01/2023;13.6;9.6
11/01/2023;13.1;8.9
12/01/2023;12.6;7.3
13/01/2023;14.2;9.3
14/01/2023;14.2;9.3
15/01/2023;12.1;9.8
16/01/2023;12.0;7.1
17/01/2023;11.9;7.6
18/01/2023;12.5;5.6
19/01/2023;7.0;2.0
20/01/2023;6.1;2.1
21/01/2023;6.3;3.2
22/01/2023;7.1;3.2
23/01/2023;5.3;2.3
24/01/2023;10.0;3.6
25/01/2023;9.1;5.6
26/01/2023;7.7;3.1
27/01/2023;5.7;2.5
28/01/2023;6.0;2.7
29/01/2023;8.2;3.4
30/01/2023;11.5;4.1
31/01/2023;13.2;7.1
01/02/2023;14.0;7.9
02/02/2023;12.5;7.9
03/02/2023;14.3;8.4
04/02/2023;13.9;8.6
05/02/2023;10.8;3.4
06/02/2023;7.5;1.7
07/02/2023;6.7;1.1
08/02/2023;6.3;0.7
09/02/2023;5.2;-0.2
10/02/2023;7.6;0.2
11/02/2023;10.7;5.4
12/02/2023;10.4;5.8
13/02/2023;14.4;6.8
14/02/2023;11.4;7.4
15/02/2023;12.2;7.8
16/02/2023;10.9;8.6
17/02/2023;12.8;8.9
18/02/2023;11.9;9.5
19/02/2023;14.9;9.3
20/02/2023;14.9;9.7
21/02/2023;11.8;10.0
22/02/2023;15.2;9.6
23/02/2023;16.1;9.2
24/02/2023;13.9;10.1
25/02/2023;12.2;10.2
26/02/2023;11.9;0.9
27/02/2023;8.1;2.4
28/02/2023;9.3;4.2
01/03/2023;6.2;2.9
02/03/2023;11.2;4.8
03/03/2023;13.4;7.6
04/03/2023;14.9;8.2
05/03/2023;15.5;8.4
06/03/2023;15.5;9.0
07/03/2023;13.3;8.5
08/03/2023;14.6;8.5
09/03/2023;20.1;11.4
10/03/2023;17.0;11.9
11/03/2023;17.6;11.1
12/03/2023;17.9;11.4
13/03/2023;17.4;11.1
14/03/2023;16.4;10.3
15/03/2023;14.7;9.5
16/03/2023;15.6;7.3
17/03/2023;17.2;8.3
18/03/2023;16.5;9.1
19/03/2023;12.8;10.7
20/03/2023;16.3;9.6
21/03/2023;15.6;10.0
22/03/2023;16.8;10.1
23/03/2023;15.8;10.2
24/03/2023;18.3;10.0
25/03/2023;20.4;11.5
26/03/2023;17.7;11.4
27/03/2023;16.0;9.7
28/03/2023;17.9;7.9
29/03/2023;18.8;8.6
30/03/2023;16.7;10.0
31/03/2023;18.2;11.1
01/04/2023;19.2;10.2
02/04/2023;16.1;10.1
03/04/2023;16.7;8.4
04/04/2023;12.9;5.6
05/04/2023;13.5;5.1
06/04/2023;14.0;4.7
07/04/2023;17.3;7.1
08/04/2023;14.4;6.3
09/04/2023;17.7;9.8
10/04/2023;17.8;10.1
11/04/2023;18.4;9.3
12/04/2023;20.9;11.9
13/04/2023;16.6;8.6
14/04/2023;17.8;6.7
15/04/2023;18.3;7.1
16/04/2023;19.1;10.2
17/04/2023;16.9;11.6
18/04/2023;19.5;12.6
19/04/2023;21.2;11.5
20/04/2023;19.9;10.7
21/04/2023;19.0;11.1
22/04/2023;22.8;13.6
23/04/2023;19.9;13.2
24/04/2023;21.0;12.9
25/04/2023;20.5;12.1
26/04/2023;23.0;12.2
27/04/2023;23.2;12.3
28/04/2023;19.5;12.2
29/04/2023;19.7;13.1
30/04/2023;21.1;14.2
01/05/2023;16.7;12.2
02/05/2023;19.8;12.5
03/05/2023;21.2;14.2
04/05/2023;21.9;14.0
05/05/2023;21.7;13.7
06/05/2023;22.1;13.4
07/05/2023;25.6;15.2
08/05/2023;22.6;15.2
09/05/2023;25.1;15.1
10/05/2023;19.2;13.6
11/05/2023;21.8;12.9
12/05/2023;21.7;12.4
13/05/2023;21.0;11.2
14/05/2023;19.1;11.2
15/05/2023;19.7;12.5
16/05/2023;18.8;11.3
17/05/2023;18.6;12.2
18/05/2023;20.3;12.3
19/05/2023;15.9;11.4
20/05/2023;18.4;12.4
21/05/2023;25.3;13.5
22/05/2023;26.9;13.9
23/05/2023;25.7;16.2
24/05/2023;24.9;15.5
25/05/2023;24.4;16.4
26/05/2023;28.4;17.3
27/05/2023;28.5;17.6
28/05/2023;27.1;18.7
29/05/2023;27.7;19.1
30/05/2023;27.1;19.0
31/05/2023;25.6;16.9
01/06/2023;27.8;18.1
02/06/2023;25.3;17.2
03/06/2023;25.2;16.9
04/06/2023;23.8;15.6
05/06/2023;24.1;14.6
06/06/2023;24.8;16.6
07/06/2023;25.4;17.0
08/06/2023;26.0;17.5
09/06/2023;26.9;18.2
10/06/2023;26.0;18.3
11/06/2023;25.6;18.4
12/06/2023;28.0;19.5
13/06/2023;20.9;17.6
14/06/2023;25.2;17.9
15/06/2023;26.4;17.6
16/06/2023;28.3;19.7
17/06/2023;27.5;18.5
18/06/2023;30.7;19.9
19/06/2023;28.0;19.9
20/06/2023;29.6;22.6
21/06/2023;30.2;23.3
22/06/2023;33.6;23.1
23/06/2023;29.1;20.1
24/06/2023;31.9;19.8
25/06/2023;30.8;22.0
26/06/2023;29.8;21.0
27/06/2023;30.8;21.3
28/06/2023;29.3;21.1
29/06/2023;31.9;21.8
30/06/2023;26.3;18.4
01/07/2023;23.8;17.3
02/07/2023;28.6;19.4
03/07/2023;29.7;20.1
04/07/2023;26.6;20.2
05/07/2023;30.9;19.4
06/07/2023;30.9;20.3
07/07/2023;31.0;21.2
08/07/2023;34.5;24.1
09/07/2023;34.5;26.1
10/07/2023;33.3;24.4
11/07/2023;33.3;23.2
12/07/2023;30.5;24.0
13/07/2023;31.7;23.6
14/07/2023;32.6;22.7
15/07/2023;32.6;22.0
16/07/2023;32.8;23.1
17/07/2023;32.9;22.7
18/07/2023;33.6;23.0
19/07/2023;34.0;24.2
20/07/2023;34.0;24.0
21/07/2023;31.0;23.2
22/07/2023;33.5;23.1
23/07/2023;33.2;22.9
