"Stazione";"Quercianella"
"Codice";"TOS11000513"
"Comune";"Livorno"
"Provincia";"LI"
"GB [m]";"E";1609020;"N";4814970
"WGS84 [°]";"Lat";43.480;"Lon";10.348
"Quota [m]";244,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Max [Â°C]";"Min [Â°C]"
25/07/2009;29.8;19.6
26/07/2009;31.8;20.1
27/07/2009;31.2;19.5
28/07/2009;31.1;19.7
29/07/2009;31.3;20.9
30/07/2009;29.3;20.5
31/07/2009;31.6;20.1
01/08/2009;29.1;19.6
02/08/2009;32.6;20.5
03/08/2009;27.8;20.7
04/08/2009;27.8;17.9
05/08/2009;28.7;17.4
06/08/2009;31.0;20.1
07/08/2009;31.7;20.7
08/08/2009;33.8;21.0
09/08/2009;32.4;21.6
10/08/2009;33.4;21.3
11/08/2009;29.7;21.1
12/08/2009;35.6;20.9
13/08/2009;32.4;20.0
14/08/2009;32.3;20.6
15/08/2009;32.6;20.4
16/08/2009;35.0;22.2
17/08/2009;30.8;21.0
18/08/2009;30.6;21.8
19/08/2009;36.0;22.7
20/08/2009;36.9;24.7
21/08/2009;33.4;22.7
22/08/2009;31.2;22.8
23/08/2009;35.3;22.0
24/08/2009;34.4;23.6
25/08/2009;34.5;22.6
26/08/2009;33.1;23.3
27/08/2009;33.9;23.3
28/08/2009;30.9;21.7
29/08/2009;34.1;22.1
30/08/2009;33.5;21.2
31/08/2009;33.9;21.6
01/09/2009;34.8;22.6
02/09/2009;32.8;22.3
03/09/2009;30.2;22.0
04/09/2009;30.9;22.2
05/09/2009;28.4;19.7
06/09/2009;28.9;18.4
07/09/2009;29.3;17.1
08/09/2009;29.7;17.6
09/09/2009;27.8;17.5
10/09/2009;29.2;18.6
11/09/2009;30.1;18.4
12/09/2009;29.3;19.8
13/09/2009;30.8;19.7
14/09/2009;19.9;14.3
15/09/2009;27.1;15.6
16/09/2009;23.1;16.6
17/09/2009;24.0;17.5
18/09/2009;26.8;16.7
19/09/2009;26.7;18.3
20/09/2009;19.3;16.0
21/09/2009;23.2;16.9
22/09/2009;28.8;19.7
23/09/2009;28.8;19.3
24/09/2009;29.1;20.0
25/09/2009;28.5;19.0
26/09/2009;26.6;19.4
27/09/2009;27.3;18.9
28/09/2009;27.3;18.6
29/09/2009;26.6;17.3
30/09/2009;27.0;18.2
01/10/2009;25.6;18.3
02/10/2009;26.0;17.4
03/10/2009;25.5;16.8
04/10/2009;22.5;16.8
05/10/2009;24.7;16.5
06/10/2009;25.8;17.4
07/10/2009;26.7;18.2
08/10/2009;24.4;17.9
09/10/2009;23.2;15.2
10/10/2009;17.9;15.6
11/10/2009;25.7;15.0
12/10/2009;23.3;14.2
13/10/2009;20.3;12.2
14/10/2009;17.3;9.0
15/10/2009;16.2;8.0
16/10/2009;17.4;7.5
17/10/2009;16.9;10.0
18/10/2009;15.5;9.0
19/10/2009;15.8;8.2
20/10/2009;18.2;8.1
21/10/2009;16.7;10.4
22/10/2009;21.4;13.2
23/10/2009;15.5;12.7
24/10/2009;20.7;12.4
25/10/2009;20.5;13.4
26/10/2009;22.4;13.9
27/10/2009;22.8;14.0
28/10/2009;22.6;14.0
29/10/2009;20.0;13.8
30/10/2009;20.3;12.7
31/10/2009;17.8;10.3
01/11/2009;19.0;9.1
02/11/2009;14.9;10.7
03/11/2009;17.9;11.2
04/11/2009;16.8;11.1
05/11/2009;17.6;9.3
06/11/2009;16.4;8.4
07/11/2009;16.3;9.1
08/11/2009;10.4;6.6
09/11/2009;10.7;7.9
10/11/2009;15.2;8.2
11/11/2009;19.0;8.8
12/11/2009;18.9;10.1
13/11/2009;16.0;12.5
14/11/2009;16.4;13.2
15/11/2009;17.0;13.9
16/11/2009;21.3;14.2
17/11/2009;21.0;13.5
18/11/2009;20.0;13.2
19/11/2009;21.1;12.9
20/11/2009;20.2;14.7
21/11/2009;20.8;12.9
22/11/2009;18.1;12.7
23/11/2009;18.0;13.5
24/11/2009;16.8;12.4
25/11/2009;19.8;11.5
26/11/2009;16.9;11.8
27/11/2009;18.2;12.2
28/11/2009;17.4;11.8
29/11/2009;16.2;10.7
30/11/2009;15.6;9.4
01/12/2009;14.9;8.2
02/12/2009;14.6;7.3
03/12/2009;16.4;7.7
04/12/2009;9.7;5.0
05/12/2009;15.6;6.3
06/12/2009;12.3;8.4
07/12/2009;15.5;10.7
08/12/2009;15.8;11.4
09/12/2009;15.8;8.2
10/12/2009;15.9;8.5
11/12/2009;13.8;7.5
12/12/2009;11.4;5.7
13/12/2009;7.1;3.2
14/12/2009;6.8;3.1
15/12/2009;5.7;1.4
16/12/2009;7.6;1.0
17/12/2009;9.3;0.7
18/12/2009;5.8;0.3
19/12/2009;3.7;-1.5
20/12/2009;6.9;-2.0
21/12/2009;10.0;2.8
22/12/2009;13.9;9.8
23/12/2009;16.7;12.3
24/12/2009;14.9;12.4
25/12/2009;15.4;9.7
26/12/2009;10.7;5.8
27/12/2009;13.2;6.7
28/12/2009;13.1;8.5
29/12/2009;12.8;9.8
30/12/2009;14.6;12.8
31/12/2009;16.1;10.1
01/01/2010;11.3;8.7
02/01/2010;12.9;3.3
03/01/2010;8.8;2.8
04/01/2010;5.6;0.7
05/01/2010;7.2;4.1
06/01/2010;11.8;5.3
07/01/2010;11.2;7.1
08/01/2010;12.0;7.4
09/01/2010;9.8;6.2
10/01/2010;6.9;2.9
11/01/2010;6.8;5.0
12/01/2010;7.8;4.3
13/01/2010;8.7;4.7
14/01/2010;11.9;5.2
15/01/2010;9.4;5.7
16/01/2010;8.6;4.3
17/01/2010;7.7;3.9
18/01/2010;12.0;5.0
19/01/2010;14.6;6.5
20/01/2010;9.6;6.4
21/01/2010;12.2;4.9
22/01/2010;9.4;3.1
23/01/2010;9.2;2.3
24/01/2010;12.2;4.1
25/01/2010;9.9;3.5
26/01/2010;5.0;1.5
27/01/2010;7.4;1.8
28/01/2010;7.8;4.1
29/01/2010;7.4;5.7
30/01/2010;11.2;4.4
31/01/2010;7.7;0.3
01/02/2010;10.3;0.3
02/02/2010;12.1;1.0
03/02/2010;9.5;5.3
04/02/2010;11.4;8.2
05/02/2010;11.1;4.7
06/02/2010;13.4;3.9
07/02/2010;12.2;5.8
08/02/2010;11.6;4.8
09/02/2010;8.5;4.3
10/02/2010;7.8;3.9
11/02/2010;5.8;3.2
12/02/2010;6.1;1.1
13/02/2010;6.5;3.9
14/02/2010;8.1;5.0
15/02/2010;11.8;4.8
16/02/2010;7.2;5.8
17/02/2010;14.8;7.1
18/02/2010;16.2;7.6
19/02/2010;12.7;8.4
20/02/2010;10.5;6.8
21/02/2010;14.5;7.7
22/02/2010;14.5;7.4
23/02/2010;13.1;9.7
24/02/2010;14.4;9.5
25/02/2010;17.3;9.9
26/02/2010;14.8;10.4
27/02/2010;15.7;8.8
28/02/2010;15.0;9.1
01/03/2010;18.0;7.6
02/03/2010;16.9;8.5
03/03/2010;11.3;6.8
04/03/2010;9.5;5.8
05/03/2010;8.2;2.5
06/03/2010;11.5;0.7
07/03/2010;9.8;2.8
08/03/2010;7.1;1.1
09/03/2010;1.7;-1.0
10/03/2010;4.5;0.6
11/03/2010;9.4;2.7
12/03/2010;10.5;4.6
13/03/2010;13.2;5.0
14/03/2010;14.1;5.4
15/03/2010;14.6;6.5
16/03/2010;16.4;7.3
17/03/2010;15.5;7.8
18/03/2010;17.8;8.3
19/03/2010;13.9;8.7
20/03/2010;12.6;10.7
21/03/2010;17.2;11.5
22/03/2010;17.2;10.7
23/03/2010;18.9;12.0
24/03/2010;19.6;12.5
25/03/2010;15.7;11.2
26/03/2010;14.8;11.2
27/03/2010;18.5;10.4
28/03/2010;17.0;10.1
29/03/2010;19.2;9.4
30/03/2010;15.4;10.6
31/03/2010;15.1;10.3
01/04/2010;16.0;9.7
02/04/2010;16.7;9.8
03/04/2010;17.0;9.2
04/04/2010;13.8;9.3
05/04/2010;16.4;7.8
06/04/2010;16.7;8.7
07/04/2010;21.3;10.7
08/04/2010;20.3;10.4
09/04/2010;22.2;9.5
10/04/2010;19.7;11.1
11/04/2010;11.8;3.9
12/04/2010;16.1;6.3
13/04/2010;16.8;8.7
14/04/2010;17.0;8.4
15/04/2010;17.4;7.7
16/04/2010;18.9;11.1
17/04/2010;18.4;9.3
18/04/2010;17.8;9.7
19/04/2010;18.5;10.3
20/04/2010;18.8;11.0
21/04/2010;20.5;12.1
22/04/2010;20.8;12.1
23/04/2010;13.2;10.4
24/04/2010;19.8;12.8
25/04/2010;22.2;14.3
26/04/2010;24.2;14.2
27/04/2010;23.4;13.4
28/04/2010;25.3;15.0
29/04/2010;23.5;14.2
30/04/2010;23.1;13.7
01/05/2010;20.0;13.3
02/05/2010;16.1;14.7
03/05/2010;22.9;13.2
04/05/2010;17.9;11.1
05/05/2010;15.6;10.3
06/05/2010;16.5;9.0
07/05/2010;17.2;9.8
08/05/2010;17.9;10.8
09/05/2010;21.0;11.4
10/05/2010;18.9;13.7
11/05/2010;17.9;14.3
12/05/2010;20.3;14.0
13/05/2010;19.4;10.2
14/05/2010;18.6;11.2
15/05/2010;13.2;10.6
16/05/2010;17.9;10.4
17/05/2010;20.0;12.5
18/05/2010;20.7;12.2
19/05/2010;19.7;11.1
20/05/2010;21.5;11.4
21/05/2010;22.7;14.2
22/05/2010;23.6;14.8
23/05/2010;25.9;15.1
24/05/2010;24.4;16.0
25/05/2010;24.9;14.8
26/05/2010;23.1;15.2
27/05/2010;22.8;15.6
28/05/2010;24.9;15.3
29/05/2010;23.5;15.2
30/05/2010;24.0;15.4
31/05/2010;23.5;16.5
01/06/2010;24.4;15.4
02/06/2010;19.9;15.1
03/06/2010;22.1;15.1
04/06/2010;23.9;15.6
05/06/2010;25.2;17.2
06/06/2010;25.2;17.3
07/06/2010;25.5;16.6
08/06/2010;25.8;17.8
09/06/2010;26.4;18.3
10/06/2010;28.6;20.6
11/06/2010;27.6;19.8
12/06/2010;26.7;19.3
13/06/2010;24.9;16.8
14/06/2010;26.5;16.5
15/06/2010;26.1;17.1
16/06/2010;23.3;15.9
17/06/2010;20.4;15.4
18/06/2010;23.1;15.0
19/06/2010;22.5;17.0
20/06/2010;22.9;12.8
21/06/2010;21.4;13.0
22/06/2010;23.4;15.5
23/06/2010;24.4;16.4
24/06/2010;23.9;17.2
25/06/2010;24.7;16.7
26/06/2010;25.5;17.4
27/06/2010;27.2;18.0
28/06/2010;27.7;18.8
29/06/2010;27.6;19.3
30/06/2010;31.3;19.9
01/07/2010;31.0;23.4
02/07/2010;29.8;22.1
03/07/2010;30.7;21.6
04/07/2010;28.5;21.0
05/07/2010;29.9;20.5
06/07/2010;29.2;21.1
07/07/2010;31.5;21.9
08/07/2010;31.3;23.3
09/07/2010;31.2;22.6
10/07/2010;32.4;22.4
11/07/2010;30.6;22.6
12/07/2010;31.7;22.1
13/07/2010;31.6;22.9
14/07/2010;32.6;22.7
15/07/2010;30.9;22.8
16/07/2010;30.6;22.5
17/07/2010;31.8;22.2
18/07/2010;34.1;22.9
19/07/2010;32.4;22.9
20/07/2010;34.2;22.9
21/07/2010;31.8;22.2
22/07/2010;33.0;22.3
23/07/2010;31.9;23.2
24/07/2010;29.4;21.8
25/07/2010;30.6;20.4
26/07/2010;29.1;19.1
27/07/2010;29.8;19.4
28/07/2010;29.9;18.9
29/07/2010;25.1;15.2
30/07/2010;28.0;15.9
31/07/2010;27.1;17.5
01/08/2010;28.0;18.8
02/08/2010;28.6;19.7
03/08/2010;30.0;20.2
04/08/2010;28.2;18.9
05/08/2010;27.4;18.6
06/08/2010;26.6;17.1
07/08/2010;27.8;18.8
08/08/2010;28.5;19.0
09/08/2010;28.7;19.1
10/08/2010;28.3;20.0
11/08/2010;28.3;19.8
12/08/2010;31.2;19.7
13/08/2010;28.1;18.2
14/08/2010;22.1;17.8
15/08/2010;27.4;19.1
16/08/2010;25.6;19.1
17/08/2010;24.4;18.0
18/08/2010;28.4;17.9
19/08/2010;29.3;20.3
20/08/2010;31.0;20.9
21/08/2010;32.3;23.1
22/08/2010;31.5;22.9
23/08/2010;29.3;20.9
24/08/2010;31.8;20.1
25/08/2010;29.6;21.1
26/08/2010;29.9;20.2
27/08/2010;32.0;20.8
28/08/2010;28.6;21.1
29/08/2010;29.4;19.8
30/08/2010;26.2;17.5
31/08/2010;25.5;16.6
01/09/2010;27.5;17.9
02/09/2010;29.6;17.2
03/09/2010;30.4;18.5
04/09/2010;29.6;19.5
05/09/2010;28.2;18.7
06/09/2010;29.4;19.2
07/09/2010;25.6;19.9
08/09/2010;23.6;16.8
09/09/2010;26.4;17.4
10/09/2010;25.0;16.1
11/09/2010;27.1;17.2
12/09/2010;27.7;18.3
13/09/2010;22.8;14.1
14/09/2010;25.8;16.2
15/09/2010;26.7;18.3
16/09/2010;26.7;18.0
17/09/2010;24.6;20.0
18/09/2010;23.4;17.4
19/09/2010;21.1;17.2
20/09/2010;25.0;16.5
21/09/2010;23.9;17.5
22/09/2010;25.8;17.9
23/09/2010;27.3;17.0
24/09/2010;24.5;16.6
25/09/2010;21.9;14.0
26/09/2010;21.1;12.9
27/09/2010;18.5;13.4
28/09/2010;21.2;13.3
29/09/2010;21.7;11.8
30/09/2010;21.7;14.5
01/10/2010;16.2;13.7
02/10/2010;24.5;14.6
03/10/2010;23.4;17.0
04/10/2010;20.6;17.4
05/10/2010;20.6;17.0
06/10/2010;22.9;15.9
07/10/2010;24.6;17.5
08/10/2010;21.7;15.0
09/10/2010;20.0;13.9
10/10/2010;16.5;13.3
11/10/2010;16.9;14.0
12/10/2010;19.5;13.7
13/10/2010;16.3;13.2
14/10/2010;20.6;13.6
15/10/2010;20.0;13.0
16/10/2010;20.7;11.8
17/10/2010;20.4;10.5
18/10/2010;14.4;10.3
19/10/2010;20.6;10.0
20/10/2010;20.7;12.6
21/10/2010;20.4;12.3
22/10/2010;22.3;13.7
23/10/2010;20.2;13.6
24/10/2010;17.6;12.9
25/10/2010;15.3;9.6
26/10/2010;14.2;8.8
27/10/2010;14.9;8.2
28/10/2010;16.7;8.9
29/10/2010;20.6;10.0
30/10/2010;17.0;12.8
31/10/2010;17.6;14.3
01/11/2010;17.7;13.2
02/11/2010;18.2;11.9
03/11/2010;16.3;12.5
04/11/2010;20.8;13.7
05/11/2010;22.8;13.8
06/11/2010;20.3;13.4
07/11/2010;18.3;12.9
08/11/2010;14.1;9.1
09/11/2010;15.0;10.2
10/11/2010;15.1;10.6
11/11/2010;16.7;11.1
12/11/2010;14.3;11.7
13/11/2010;19.8;13.2
14/11/2010;16.5;13.6
15/11/2010;17.9;14.9
16/11/2010;15.7;9.8
17/11/2010;16.9;9.6
18/11/2010;11.8;9.2
19/11/2010;13.0;9.7
20/11/2010;11.3;9.9
21/11/2010;12.5;10.4
22/11/2010;12.4;8.5
23/11/2010;10.4;6.4
24/11/2010;13.9;5.4
25/11/2010;11.3;4.9
26/11/2010;9.1;4.0
27/11/2010;13.1;3.0
28/11/2010;7.9;4.6
29/11/2010;11.3;7.9
30/11/2010;9.7;6.7
01/12/2010;10.8;7.0
02/12/2010;12.6;5.1
03/12/2010;10.3;3.5
04/12/2010;7.7;2.7
05/12/2010;8.6;3.6
06/12/2010;13.9;8.4
07/12/2010;17.6;13.2
08/12/2010;15.0;13.1
09/12/2010;15.8;7.7
10/12/2010;12.5;6.2
11/12/2010;14.5;7.0
12/12/2010;12.5;6.4
13/12/2010;12.9;4.4
14/12/2010;8.4;0.4
15/12/2010;6.2;-1.1
16/12/2010;3.6;-1.1
17/12/2010;6.9;-1.1
18/12/2010;9.7;0.8
19/12/2010;8.5;5.0
20/12/2010;11.1;6.8
21/12/2010;14.0;8.6
22/12/2010;13.5;11.4
23/12/2010;15.2;11.1
24/12/2010;13.0;8.0
25/12/2010;7.7;6.2
26/12/2010;8.7;3.5
27/12/2010;4.8;1.5
28/12/2010;10.0;1.3
29/12/2010;7.7;5.0
30/12/2010;8.9;7.1
31/12/2010;11.8;7.1
01/01/2011;14.1;6.8
02/01/2011;9.9;5.7
03/01/2011;7.2;2.7
04/01/2011;4.3;2.1
05/01/2011;10.4;3.6
06/01/2011;12.1;6.9
07/01/2011;13.7;11.8
08/01/2011;15.0;11.2
09/01/2011;16.5;10.7
10/01/2011;15.6;9.6
11/01/2011;12.5;7.4
12/01/2011;14.5;5.8
13/01/2011;13.5;7.4
14/01/2011;14.2;7.6
15/01/2011;17.2;8.8
16/01/2011;16.1;8.1
17/01/2011;11.4;7.9
18/01/2011;11.3;9.1
19/01/2011;10.9;8.2
20/01/2011;8.6;3.9
21/01/2011;5.4;2.9
22/01/2011;3.2;1.1
23/01/2011;7.2;1.6
24/01/2011;11.0;1.0
25/01/2011;11.6;4.8
26/01/2011;14.5;5.1
27/01/2011;9.9;5.3
28/01/2011;8.4;5.2
29/01/2011;6.2;3.2
30/01/2011;7.0;2.9
31/01/2011;13.0;5.8
01/02/2011;10.8;6.0
02/02/2011;14.3;6.9
03/02/2011;14.6;7.1
04/02/2011;15.4;6.7
05/02/2011;14.7;7.0
06/02/2011;12.5;6.4
07/02/2011;12.0;6.0
08/02/2011;12.2;6.4
09/02/2011;12.3;6.4
10/02/2011;12.1;8.6
11/02/2011;11.7;9.1
12/02/2011;11.0;9.5
13/02/2011;10.5;8.4
14/02/2011;15.9;8.3
15/02/2011;13.7;7.8
16/02/2011;9.5;7.4
17/02/2011;10.8;7.2
18/02/2011;15.6;8.5
19/02/2011;15.8;8.2
20/02/2011;12.0;6.3
21/02/2011;14.5;4.8
22/02/2011;13.8;5.6
23/02/2011;9.0;2.7
24/02/2011;11.1;2.1
25/02/2011;13.0;4.3
26/02/2011;12.1;2.8
27/02/2011;6.8;3.0
28/02/2011;9.1;3.9
01/03/2011;8.3;3.9
02/03/2011;7.9;1.7
03/03/2011;5.9;1.2
04/03/2011;12.4;5.7
05/03/2011;13.4;6.1
06/03/2011;13.7;6.1
07/03/2011;9.2;0.5
08/03/2011;10.4;0.7
09/03/2011;14.5;3.7
10/03/2011;13.4;2.5
11/03/2011;14.9;6.8
12/03/2011;10.7;7.6
13/03/2011;12.2;7.2
14/03/2011;15.6;10.3
15/03/2011;15.1;11.3
16/03/2011;13.7;9.7
17/03/2011;12.6;9.6
18/03/2011;16.5;8.7
19/03/2011;17.4;9.2
20/03/2011;13.3;6.9
21/03/2011;11.9;5.5
22/03/2011;17.4;5.7
23/03/2011;18.1;9.2
24/03/2011;19.0;9.2
25/03/2011;18.8;9.1
26/03/2011;19.1;8.7
27/03/2011;16.0;9.1
28/03/2011;17.2;10.5
29/03/2011;17.6;9.4
30/03/2011;17.6;10.0
31/03/2011;18.5;9.6
01/04/2011;21.0;10.6
02/04/2011;19.9;9.6
03/04/2011;18.0;9.9
04/04/2011;20.5;11.6
05/04/2011;21.7;12.1
06/04/2011;20.7;12.8
07/04/2011;22.2;12.4
08/04/2011;19.6;11.7
09/04/2011;19.7;12.1
10/04/2011;20.1;12.1
11/04/2011;26.2;13.6
12/04/2011;20.1;12.3
13/04/2011;19.6;10.5
14/04/2011;13.8;7.5
15/04/2011;12.1;7.1
16/04/2011;17.3;8.4
17/04/2011;18.6;8.9
18/04/2011;20.1;10.1
19/04/2011;22.2;11.0
20/04/2011;22.4;12.1
21/04/2011;22.5;12.4
22/04/2011;23.1;13.0
23/04/2011;15.1;10.4
24/04/2011;22.0;11.2
25/04/2011;23.5;15.4
26/04/2011;22.1;14.1
27/04/2011;22.4;13.4
28/04/2011;21.1;12.9
29/04/2011;23.1;12.3
30/04/2011;20.2;11.9
01/05/2011;21.2;12.8
02/05/2011;21.0;12.2
03/05/2011;20.7;13.4
04/05/2011;23.2;12.9
05/05/2011;23.9;12.5
06/05/2011;23.9;13.8
07/05/2011;23.7;13.4
08/05/2011;23.1;13.2
09/05/2011;22.1;12.3
10/05/2011;25.2;13.4
11/05/2011;23.2;14.1
12/05/2011;22.5;13.7
13/05/2011;23.3;14.4
14/05/2011;23.7;14.1
15/05/2011;21.5;10.8
16/05/2011;21.3;10.7
17/05/2011;22.2;12.9
18/05/2011;24.5;13.9
19/05/2011;26.0;16.6
20/05/2011;25.1;15.3
21/05/2011;27.1;15.4
22/05/2011;28.2;19.3
23/05/2011;31.0;19.6
24/05/2011;30.0;21.2
25/05/2011;32.1;20.6
26/05/2011;30.1;19.4
27/05/2011;27.3;17.7
28/05/2011;24.4;15.8
29/05/2011;24.9;15.3
30/05/2011;27.5;16.3
31/05/2011;26.0;15.2
01/06/2011;23.6;14.9
02/06/2011;24.8;14.8
03/06/2011;27.4;16.4
04/06/2011;28.6;20.0
05/06/2011;29.8;16.8
06/06/2011;24.7;15.2
07/06/2011;24.2;16.8
08/06/2011;22.6;16.6
09/06/2011;22.6;15.4
10/06/2011;23.9;16.2
11/06/2011;24.2;15.3
12/06/2011;23.7;15.3
13/06/2011;24.4;15.8
14/06/2011;25.2;16.0
15/06/2011;30.0;18.2
16/06/2011;27.3;18.3
17/06/2011;28.4;18.1
18/06/2011;23.9;18.7
19/06/2011;24.8;16.7
20/06/2011;25.9;16.1
21/06/2011;26.8;17.5
22/06/2011;30.9;19.3
23/06/2011;28.9;18.1
24/06/2011;28.2;19.0
25/06/2011;29.3;18.3
26/06/2011;30.0;20.2
27/06/2011;30.6;19.7
28/06/2011;29.3;19.0
29/06/2011;29.2;19.3
30/06/2011;28.1;20.1
01/07/2011;28.4;20.7
02/07/2011;25.2;19.7
03/07/2011;28.4;18.6
04/07/2011;29.3;18.5
05/07/2011;27.1;18.6
06/07/2011;29.5;19.7
07/07/2011;30.1;19.4
08/07/2011;28.1;21.2
09/07/2011;31.9;21.9
10/07/2011;32.2;20.8
11/07/2011;32.0;20.7
12/07/2011;34.5;21.7
13/07/2011;32.2;23.5
14/07/2011;28.5;19.5
15/07/2011;27.7;18.1
16/07/2011;28.8;17.8
17/07/2011;30.2;19.7
18/07/2011;27.1;18.7
19/07/2011;26.7;15.7
20/07/2011;23.7;15.7
21/07/2011;25.5;17.7
22/07/2011;27.2;17.6
23/07/2011;27.2;17.1
24/07/2011;26.0;17.4
25/07/2011;26.3;16.3
26/07/2011;27.5;17.0
27/07/2011;21.0;17.1
28/07/2011;26.6;16.8
29/07/2011;28.3;18.0
30/07/2011;26.6;17.4
31/07/2011;26.8;17.8
01/08/2011;26.9;18.7
02/08/2011;28.7;17.8
03/08/2011;30.8;20.0
04/08/2011;27.9;19.7
05/08/2011;28.9;19.1
06/08/2011;29.1;20.1
07/08/2011;27.6;20.4
08/08/2011;31.7;21.5
09/08/2011;30.6;19.2
10/08/2011;30.5;19.0
11/08/2011;28.8;18.4
12/08/2011;27.4;18.3
13/08/2011;28.1;17.7
14/08/2011;32.2;18.5
15/08/2011;30.9;19.7
16/08/2011;30.4;20.0
17/08/2011;31.6;20.1
18/08/2011;33.2;21.6
19/08/2011;35.9;22.0
20/08/2011;31.5;20.9
21/08/2011;33.7;21.9
22/08/2011;37.5;25.1
23/08/2011;37.8;23.9
24/08/2011;37.6;23.6
25/08/2011;36.5;23.2
26/08/2011;34.7;23.2
27/08/2011;27.7;19.6
28/08/2011;27.1;18.9
29/08/2011;27.0;18.8
30/08/2011;30.2;18.9
31/08/2011;30.7;19.2
01/09/2011;30.7;20.5
02/09/2011;31.8;21.5
03/09/2011;31.8;22.0
04/09/2011;26.4;18.1
05/09/2011;29.9;18.5
06/09/2011;27.0;19.0
07/09/2011;26.9;19.8
08/09/2011;28.0;19.6
09/09/2011;29.5;18.0
10/09/2011;31.5;20.1
11/09/2011;31.5;20.2
12/09/2011;28.6;20.4
13/09/2011;31.4;19.8
14/09/2011;29.4;20.8
15/09/2011;28.1;19.7
16/09/2011;28.8;19.7
17/09/2011;27.5;18.8
18/09/2011;24.4;16.6
19/09/2011;23.7;12.3
20/09/2011;24.6;14.3
21/09/2011;25.9;17.0
22/09/2011;24.8;17.4
23/09/2011;29.0;17.4
24/09/2011;28.5;18.3
25/09/2011;25.6;18.9
26/09/2011;29.6;20.7
27/09/2011;30.4;20.9
28/09/2011;28.9;20.6
29/09/2011;28.7;19.7
30/09/2011;28.7;19.4
01/10/2011;28.6;20.0
02/10/2011;28.3;19.3
03/10/2011;27.6;18.1
04/10/2011;25.7;17.7
05/10/2011;25.2;17.4
06/10/2011;27.3;17.6
07/10/2011;23.4;14.3
08/10/2011;21.4;12.2
09/10/2011;20.8;11.7
10/10/2011;22.0;13.5
11/10/2011;23.4;15.2
12/10/2011;25.8;16.1
13/10/2011;25.7;17.2
14/10/2011;19.5;12.5
15/10/2011;17.2;10.3
16/10/2011;19.2;10.5
17/10/2011;21.4;9.6
18/10/2011;23.2;11.0
19/10/2011;24.7;13.9
20/10/2011;21.0;10.7
21/10/2011;15.9;9.6
22/10/2011;16.7;8.6
23/10/2011;14.7;8.3
24/10/2011;14.4;10.7
25/10/2011;18.3;12.9
26/10/2011;20.9;13.4
27/10/2011;20.6;12.1
28/10/2011;23.1;13.8
29/10/2011;25.1;15.1
30/10/2011;23.1;15.2
31/10/2011;20.9;12.6
01/11/2011;20.6;14.2
02/11/2011;22.2;14.4
03/11/2011;22.9;14.8
04/11/2011;19.2;16.2
05/11/2011;18.2;14.7
06/11/2011;21.1;13.2
07/11/2011;14.5;12.2
08/11/2011;15.4;12.4
09/11/2011;21.9;12.9
10/11/2011;20.4;12.0
11/11/2011;18.0;11.4
12/11/2011;15.0;8.3
13/11/2011;15.9;8.0
14/11/2011;16.2;10.6
15/11/2011;19.9;10.4
16/11/2011;17.6;10.4
17/11/2011;17.6;10.7
18/11/2011;19.4;9.6
19/11/2011;16.9;10.6
20/11/2011;17.0;12.3
21/11/2011;16.1;12.7
22/11/2011;13.0;10.4
23/11/2011;15.4;11.6
24/11/2011;17.2;11.3
25/11/2011;17.4;10.2
26/11/2011;17.5;10.0
27/11/2011;17.4;9.9
28/11/2011;17.8;11.1
29/11/2011;18.7;10.4
30/11/2011;17.3;10.1
01/12/2011;17.9;11.7
02/12/2011;17.1;12.6
03/12/2011;16.6;12.8
04/12/2011;15.5;12.5
05/12/2011;14.9;12.5
06/12/2011;16.5;10.8
07/12/2011;15.1;9.5
08/12/2011;17.9;11.1
09/12/2011;14.5;11.0
10/12/2011;16.2;11.9
11/12/2011;16.5;11.9
12/12/2011;13.3;10.6
13/12/2011;15.7;8.8
14/12/2011;15.7;11.4
15/12/2011;15.0;11.8
16/12/2011;15.0;12.0
17/12/2011;11.7;7.8
18/12/2011;10.9;5.4
19/12/2011;9.8;4.3
20/12/2011;10.8;3.8
21/12/2011;11.2;3.5
22/12/2011;13.4;6.3
23/12/2011;14.3;6.6
24/12/2011;10.1;5.7
25/12/2011;13.2;6.4
26/12/2011;12.4;6.7
27/12/2011;14.3;7.4
28/12/2011;13.9;7.5
29/12/2011;11.0;7.2
30/12/2011;7.5;5.7
31/12/2011;15.2;6.4
01/01/2012;16.2;8.6
02/01/2012;14.2;10.3
03/01/2012;14.7;8.6
04/01/2012;11.6;8.3
05/01/2012;14.2;7.9
06/01/2012;11.6;8.2
07/01/2012;14.8;6.8
08/01/2012;14.2;7.7
09/01/2012;15.9;7.1
10/01/2012;13.0;8.1
11/01/2012;14.6;7.4
12/01/2012;13.9;8.5
13/01/2012;14.4;9.3
14/01/2012;12.1;5.7
15/01/2012;14.8;5.9
16/01/2012;8.4;5.2
17/01/2012;12.3;4.4
