STAZIONE;PARAMETRO;DATA;MEDIA GIORNALIERA ;VALIDITA
PO-FERRUCCI;PM10;20201026;20;1
PO-FERRUCCI;PM10;20201027;21;1
PO-FERRUCCI;PM10;20201028;22;1
PO-FERRUCCI;PM10;20201029;27;1
PO-FERRUCCI;PM10;20201030;33;1
PO-FERRUCCI;PM10;20201031;27;1
PO-FERRUCCI;PM10;20201101;28;1
PO-FERRUCCI;PM10;20201102;24;1
PO-FERRUCCI;PM10;20201103;19;1
PO-FERRUCCI;PM10;20201104;22;1
PO-FERRUCCI;PM10;20201105;16;1
PO-FERRUCCI;PM10;20201106;10;1
PO-FERRUCCI;PM10;20201107;26;1
PO-FERRUCCI;PM10;20201108;29;1
PO-FERRUCCI;PM10;20201109;38;1
PO-FERRUCCI;PM10;20201110;43;1
PO-FERRUCCI;PM10;20201111;49;1
PO-FERRUCCI;PM10;20201112;45;1
PO-FERRUCCI;PM10;20201113;27;1
PO-FERRUCCI;PM10;20201114;24;1
PO-FERRUCCI;PM10;20201115;29;1
PO-FERRUCCI;PM10;20201116;23;1
PO-FERRUCCI;PM10;20201117;7;1
PO-FERRUCCI;PM10;20201118;9;1
PO-FERRUCCI;PM10;20201119;NaN;0
PO-FERRUCCI;PM10;20201120;NaN;0
PO-FERRUCCI;PM10;20201121;NaN;0
PO-FERRUCCI;PM10;20201122;NaN;0
PO-FERRUCCI;PM10;20201123;NaN;0
PO-FERRUCCI;PM10;20201124;26;1
PO-FERRUCCI;PM10;20201125;43;1
PO-FERRUCCI;PM10;20201126;58;1
PO-FERRUCCI;PM10;20201127;48;1
PO-FERRUCCI;PM10;20201128;30;1
PO-FERRUCCI;PM10;20201129;6;1
PO-FERRUCCI;PM10;20201130;9;1
PO-FERRUCCI;PM10;20201201;20;1
PO-FERRUCCI;PM10;20201202;3;1
PO-FERRUCCI;PM10;20201203;12;1
PO-FERRUCCI;PM10;20201204;30;1
PO-FERRUCCI;PM10;20201205;12;1
PO-FERRUCCI;PM10;20201206;7;1
PO-FERRUCCI;PM10;20201207;14;1
PO-FERRUCCI;PM10;20201208;8;1
PO-FERRUCCI;PM10;20201209;8;1
PO-FERRUCCI;PM10;20201210;5;1
PO-FERRUCCI;PM10;20201211;20;1
PO-FERRUCCI;PM10;20201212;25;1
PO-FERRUCCI;PM10;20201213;26;1
PO-FERRUCCI;PM10;20201214;41;1
PO-FERRUCCI;PM10;20201215;64;1
PO-FERRUCCI;PM10;20201216;71;1
PO-FERRUCCI;PM10;20201217;54;1
PO-FERRUCCI;PM10;20201218;66;1
PO-FERRUCCI;PM10;20201219;55;1
PO-FERRUCCI;PM10;20201220;59;1
PO-FERRUCCI;PM10;20201221;75;1
PO-FERRUCCI;PM10;20201222;59;1
PO-FERRUCCI;PM10;20201223;NaN;0
PO-FERRUCCI;PM10;20201224;NaN;0
PO-FERRUCCI;PM10;20201225;14;1
PO-FERRUCCI;PM10;20201226;4;1
PO-FERRUCCI;PM10;20201227;14;1
PO-FERRUCCI;PM10;20201228;18;1
PO-FERRUCCI;PM10;20201229;11;1
PO-FERRUCCI;PM10;20201230;16;1
PO-FERRUCCI;PM10;20201231;29;1
