STAZIONE;PARAMETRO;DATA ;MEDIA GIORNALIERA ;VALIDITA
PI-BORGHETTO;PM10;20230822;24;1
PI-BORGHETTO;PM10;20230823;24;1
PI-BORGHETTO;PM10;20230824;27;1
PI-BORGHETTO;PM10;20230825;24;1
PI-BORGHETTO;PM10;20230826;22;1
PI-BORGHETTO;PM10;20230827;26;1
PI-BORGHETTO;PM10;20230828;NaN;0
PI-BORGHETTO;PM10;20230829;10;1
PI-BORGHETTO;PM10;20230830;13;1
PI-BORGHETTO;PM10;20230831;18;1
PI-BORGHETTO;PM10;20230901;17;1
PI-BORGHETTO;PM10;20230902;18;1
PI-BORGHETTO;PM10;20230903;20;1
PI-BORGHETTO;PM10;20230904;20;1
PI-BORGHETTO;PM10;20230905;14;1
PI-BORGHETTO;PM10;20230906;16;1
PI-BORGHETTO;PM10;20230907;18;1
PI-BORGHETTO;PM10;20230908;23;1
PI-BORGHETTO;PM10;20230909;26;1
PI-BORGHETTO;PM10;20230910;22;1
PI-BORGHETTO;PM10;20230911;25;1
PI-BORGHETTO;PM10;20230912;23;1
PI-BORGHETTO;PM10;20230913;21;1
PI-BORGHETTO;PM10;20230914;20;1
PI-BORGHETTO;PM10;20230915;21;1
PI-BORGHETTO;PM10;20230916;21;1
PI-BORGHETTO;PM10;20230917;22;1
PI-BORGHETTO;PM10;20230918;30;1
PI-BORGHETTO;PM10;20230919;28;1
PI-BORGHETTO;PM10;20230920;20;1
PI-BORGHETTO;PM10;20230921;20;1
PI-BORGHETTO;PM10;20230922;20;1
PI-BORGHETTO;PM10;20230923;17;1
PI-BORGHETTO;PM10;20230924;12;1
PI-BORGHETTO;PM10;20230925;14;1
PI-BORGHETTO;PM10;20230926;19;1
PI-BORGHETTO;PM10;20230927;25;1
PI-BORGHETTO;PM10;20230928;32;1
PI-BORGHETTO;PM10;20230929;30;1
PI-BORGHETTO;PM10;20230930;31;1
PI-BORGHETTO;PM10;20231001;26;1
PI-BORGHETTO;PM10;20231002;26;1
PI-BORGHETTO;PM10;20231003;27;1
PI-BORGHETTO;PM10;20231004;25;1
PI-BORGHETTO;PM10;20231005;29;1
PI-BORGHETTO;PM10;20231006;25;1
PI-BORGHETTO;PM10;20231007;27;1
PI-BORGHETTO;PM10;20231008;24;1
PI-BORGHETTO;PM10;20231009;21;1
PI-BORGHETTO;PM10;20231010;21;1
PI-BORGHETTO;PM10;20231011;23;1
PI-BORGHETTO;PM10;20231012;22;1
PI-BORGHETTO;PM10;20231013;22;1
PI-BORGHETTO;PM10;20231014;27;1
PI-BORGHETTO;PM10;20231015;22;1
PI-BORGHETTO;PM10;20231016;17;1
PI-BORGHETTO;PM10;20231017;19;1
PI-BORGHETTO;PM10;20231018;13;1
PI-BORGHETTO;PM10;20231019;21;1
PI-BORGHETTO;PM10;20231020;33;1
PI-BORGHETTO;PM10;20231021;12;1
PI-BORGHETTO;PM10;20231022;16;1
PI-BORGHETTO;PM10;20231023;21;1
PI-BORGHETTO;PM10;20231024;29;1
PI-BORGHETTO;PM10;20231025;14;1
PI-BORGHETTO;PM10;20231026;16;1
PI-BORGHETTO;PM10;20231027;22;1
PI-BORGHETTO;PM10;20231028;17;1
PI-BORGHETTO;PM10;20231029;15;1
